Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
Prevalence of foodborne pathogens in open markets and supermarkets in Thailand,,10.1016/j.foodcont.2009.05.011,True,Prevalence of foodborne pathogens in open markets and supermarkets in Thailand.pdf,2010,,Elsevier {BV},True,SciHub,Atsuka Minami and Wanpen Chaicumpa and Manas Chongsa-Nguan and Seksun Samosornsuk and Shuko Monden and Kouichi Takeshi and Sou-ichi Makino and Keiko Kawamoto
"Prevalence, strain identification and antimicrobial resistance of Campylobacter spp. isolated from slaughtered pig carcasses in Brazil",,10.1016/j.foodcont.2010.10.005,True,Prevalence_ strain identification and antimicrobial resistance of Campylobacter spp. isolated from slaughtered pig carcasses in Brazil.pdf,2011,,Elsevier {BV},True,SciHub,Raquel Szygalski Biasi and Renata Ernlund Freitas de Macedo and Min{\'{e}}ia Alessandra Scaranello Malaquias and Paulo Rog{\'{e}}rio Franchin
"Prevalence, antimicrobial susceptibility, and molecular characterization by PCR and pulsed field gel electrophoresis (PFGE) of Salmonella spp. isolated from foods of animal origin in San Luis, Argentina",,10.1016/j.foodcont.2012.05.056,True,,2013,,Elsevier {BV},False,,Gabriela Isabel Favier and Cecilia S.M. Lucero Estrada and Valeria Lazarte Otero and Mar{\'{\i}}a Esther Escudero
"MRSA detection in raw milk, some dairy products and hands of dairy workers in Egypt, a mini-survey",,10.1016/j.foodcont.2013.02.017,True,MRSA detection in raw milk_ some dairy products and hands of dairy workers in Egypt_ a mini-survey.pdf,2013,,Elsevier {BV},True,SciHub,Rania M. Kamal and Mohamed A. Bayoumi and Salah F.A. Abd El Aal
"Occurrence, antimicrobial resistance and biofilm formation of Salmonella isolates from a chicken slaughter plant in China",,10.1016/j.foodcont.2013.03.030,True,Occurrence_ antimicrobial resistance and biofilm formation of_Salmonella isolates from a chicken slaughter plant in China.pdf,2013,,Elsevier {BV},True,SciHub,Huhu Wang and Keping Ye and Xinru Wei and Jinxuan Cao and Xinglian Xu and Guanghong Zhou
Antimicrobial resistance profile of Salmonella present in poultry and poultry environment in north India,,10.1016/j.foodcont.2013.03.041,True,Antimicrobial resistance profile of Salmonella present in poultry and_poultry environment in north India.pdf,2013,,Elsevier {BV},True,SciHub,Renu Singh and A.S. Yadav and V. Tripathi and R.P. Singh
Frequency of contamination and antimicrobial resistance of thermotolerant Campylobacter isolated from some broiler farms and slaughterhouses in the region of Algiers,,10.1016/j.foodcont.2013.12.016,True,Frequency of contamination and antimicrobial resistance of thermotolerant Campylobacter isolated from some broiler farms and slaughterhouses in the region of Algiers.pdf,2014,,Elsevier {BV},True,SciHub,Sara Messad and Taha-Mossadak Hamdi and Radia Bouhamed and Nadjia Ramdani-Bouguessa and Mohamed Tazir
Prevalence and antimicrobial resistance of Campylobacter species isolates in ducks and geese,,10.1016/j.foodcont.2014.09.016,True,Prevalence and antimicrobial resistance of Campylobacter species isolates in ducks and geese.pdf,2015,,Elsevier {BV},True,SciHub,Hossein Jamali and Aziz Ghaderpour and Behrad Radmehr and Kelvin Swee Chuan Wei and Lay Ching Chai and Salmah Ismail
"Low contamination of Campylobacter spp. on chicken carcasses in Minas Gerais state, Brazil: Molecular characterization and antimicrobial resistance",,10.1016/j.foodcont.2014.11.001,True,Low contamination of Campylobacter spp. on chicken carcasses in Minas Gerais state_ Brazil_ Molecular characterization and antimicrobial resistance.pdf,2015,,Elsevier {BV},True,SciHub,Humberto Moreira Hungaro and Regina C{\'{e}}lia Santos Mendon{\c{c}}a and Vin{\'{\i}}cius Ornelas Rosa and Andr{\'{e}}a C{\'{a}}tia Leal Badar{\'{o}} and Maria Aparecida Scatamburlo Moreira and Jos{\'{e}} Ben{\'{\i}}cio Paes Chaves
"Prevalence, seasonality and antibiotic susceptibility of Campylobacter spp. isolates of retail broiler meat in Iran",,10.1016/j.foodcont.2015.01.008,True,Prevalence_ seasonality and antibiotic susceptibility of Campylobacter spp. isolates of retail broiler meat in Iran.pdf,2015,,Elsevier {BV},True,SciHub,Bamdad Zendehbad and Jina Khayatzadeh and Adeleh Alipour
Antimicrobial resistance in thermotolerant Campylobacter isolated from different stages of the poultry meat supply chain in Argentina,,10.1016/j.foodcont.2015.03.045,True,Antimicrobial resistance in thermotolerant Campylobacter isolated from different stages of the poultry meat supply chain in Argentina.pdf,2015,,Elsevier {BV},True,SciHub,M.V. Zbrun and C. Olivero and A. Romero-Scharpen and E. Rossler and L.P. Soto and D.M. Astesana and J.E. Blajman and A. Berisvil and M.L. Signorini and L.S. Frizzo
Salmonella isolated from the slaughterhouses and correlation with pork contamination in free market,,10.1016/j.foodcont.2015.06.040,True,Salmonella isolated from the slaughterhouses and correlation with pork contamination in free market.pdf,2016,,Elsevier {BV},True,SciHub,Yuchen Li and Yinqiang Cai and Jing Tao and Xilong Kang and Yang Jiao and Rongxian Guo and Guoliang Wang and Zhiming Pan and Xinan Jiao
"Prevalence and antimicrobial resistance of Salmonella isolated from an integrated broiler chicken supply chain in Qingdao, China",,10.1016/j.foodcont.2015.10.036,True,Prevalence and antimicrobial resistance of Salmonella isolated from an integrated broiler chicken supply chain in Qingdao_ China.pdf,2016,,Elsevier {BV},True,SciHub,Mingquan Cui and Maoying Xie and Zhina Qu and Sijun Zhao and Junwei Wang and Yang Wang and Tao He and Hongyu Wang and Zhicai Zuo and Congming Wu
"Prevalence and characterization of Salmonella enterica serovar in retail meats in market place in Uighur, Xinjiang, China",,10.1016/j.foodcont.2015.12.029,True,Prevalence and characterization of Salmonella enterica serovar in retail meats in market place in Uighur_ Xinjiang_ China.pdf,2016,,Elsevier {BV},True,SciHub,Mingyuan Yin and Baowei Yang and Yun Wu and Lu Wang and Haotian Wu and Tao Zhang and Gulinazi Tuohetaribayi
Occurrence and characterization of nontyphoidal Salmonella in retail table eggs in Kandy district of Sri Lanka,,10.1016/j.foodcont.2016.04.024,True,Occurrence and characterization of nontyphoidal Salmonella in retail table eggs in Kandy district of Sri Lanka.pdf,2017,,Elsevier {BV},True,SciHub,R.S. Kalupahana and D.I.G. Rajapaksa and P.S. Fernando and D.S. Thilakarathne and P. Abeynayake
"Prevalence, antimicrobial resistance profiling and genetic diversity of Campylobacter jejuni and Campylobacter coli isolated from broilers at slaughter in China",,10.1016/j.foodcont.2016.04.051,True,Prevalence_ antimicrobial resistance profiling and genetic diversity of Campylobacter jejuni and Campylobacter coli isolated from broilers at slaughter in China.pdf,2016,,Elsevier {BV},True,SciHub,Xinfeng Han and Dongmei Zhu and Haimei Lai and Hang Zeng and Kang Zhou and Likou Zou and Congming Wu and Guoquan Han and Shuliang Liu
"Presence, distribution, serotypes and antimicrobial resistance profiles of Salmonella among pigs, chickens and goats in South Africa",,10.1016/j.foodcont.2016.05.006,True,Presence_ distribution_ serotypes and antimicrobial resistance profiles of Salmonella among pigs_ chickens and goats in South Africa.pdf,2017,,Elsevier {BV},True,SciHub,M.A. Mathole and F.C. Muchadeyi and K. Mdladla and D.P. Malatji and E.F. Dzomba and E. Madoroba
"Prevalence and antimicrobial resistance patterns of Campylobacter spp. isolated from retail meat in Lahore, Pakistan",,10.1016/j.foodcont.2017.03.048,True,Prevalence and antimicrobial resistance patterns of Campylobacter spp. isolated from retail meat in Lahore_ Pakistan.pdf,2017,,Elsevier {BV},True,SciHub,Muhammad Nisar and Mansur ud Din Ahmad and Muhammad Hassan Mushtaq and Wasim Shehzad and Abid Hussain and Javed Muhammad and Kakambi V. Nagaraja and Sagar M. Goyal
Occurrence of extended spectrum β-lactamase and AmpC genes among multidrug-resistant Escherichia coli and emergence of ST131 from poultry meat in Thailand,,10.1016/j.foodcont.2017.07.028,True,Occurrence of extended spectrum β-lactamase and AmpC genes among multidrug-resistant Escherichia coli and emergence of ST131 from poultry meat in Thailand.pdf,2018,,Elsevier {BV},True,SciHub,Uttapoln Tansawai and Donruedee Sanguansermsri and Anamai Na-udom and Timothy R. Walsh and Pannika R. Niumsup
"Prevalence, genetic characterization and biofilm formation in vitro of staphylococcus aureus isolated from raw chicken meat at retail level in Nanjing, China",,10.1016/j.foodcont.2017.10.028,True,Prevalence_ genetic characterization and biofilm formation in vitro of staphylococcus aureus isolated from raw chicken meat at retail level in Nanjing_ China.pdf,2018,,Elsevier {BV},True,SciHub,Huawei Wang and Huhu Wang and Lijiao Liang and Xinglian Xu and Guanghong Zhou
"Prevalence, antimicrobial resistance, resistance genes and class 1 integrons of Salmonella serovars in leafy vegetables, chicken carcasses and related processing environments in Malaysian fresh food markets",,10.1016/j.foodcont.2018.02.039,True,,2018,,Elsevier {BV},False,,Mustapha Goni Abatcha and Mohd Esah Effarizah and Gulam Rusul
"Prevalence, sequence types, antibiotic resistance and, gyrA mutations of Salmonella isolated from retail fresh chicken meat in Singapore",,10.1016/j.foodcont.2018.03.004,True,Prevalence_ sequence types_ antibiotic resistance and_ gyrA mutations of Salmonella isolated from retail fresh chicken meat in Singapore.pdf,2018,,Elsevier {BV},True,SciHub,Ye Htut Zwe and Vivien Chia Yen Tang and Kyaw Thu Aung and Ramona Alikiiteaga Guti{\'{e}}rrez and Lee Ching Ng and Hyun-Gyun Yuk
A surveillance of microbiological contamination on raw poultry meat at retail markets in China,,10.1016/j.foodcont.2019.04.037,True,A surveillance of microbiological contamination on raw poultry meat at retail markets in China.pdf,2019,,Elsevier {BV},True,SciHub,Ying Li and Xiaoyan Pei and Xiuli Zhang and Lingling Wu and Yang Liu and Houde Zhou and Guozhu Ma and Qiuxia Chen and Hui Liang and Dajin Yang
Prevalence of Salmonella in chicken eggs collected from poultry farms and marketing channels and their antimicrobial resistance,,10.1016/j.foodres.2010.06.001,True,Prevalence of Salmonella in chicken eggs collected from poultry farms and marketing channels and their antimicrobial resistance.pdf,2010,,Elsevier {BV},True,SciHub,Sangeeta Singh and Ajit Singh Yadav and Satyendra Mohan Singh and Priyanka Bharti
Salmonella contamination of laying-hen flocks in two regions of Algeria,,10.1016/j.foodres.2011.05.027,True,Salmonella contamination of laying-hen flocks in two regions of Algeria.pdf,2012,,Elsevier {BV},True,SciHub,Nardjess Bouzidi and Leila Aoun and Mourad Zeghdoudi and Mourad Bensouilah and Rachid Elgroud and Ibtissem Oucief and Sophie A. Granier and Anne Brisabois and LoÃ¯c Desquilbet and Yves Millemann
Occurrence and phenotypic and molecular characterization of Listeria monocytogenes and Salmonella spp. in slaughterhouses in southern Brazil,,10.1016/j.foodres.2017.06.023,True,Occurrence and phenotypic and molecular characterization of Listeria monocytogenes and Salmonella spp. in slaughterhouses in southern Brazil.pdf,2017,,Elsevier {BV},True,SciHub,Mariana Almeida Iglesias and Isabela Schneid Kroning and Luana Tombini Decol and Bernadette Dora Gombossy de Melo Franco and Wladimir Padilha da Silva
"Prevalence, antimicrobial resistance profile and comparison of methods for the isolation of salmonella in chicken liver from Argentina",,10.1016/j.foodres.2017.08.008,True,Prevalence_ antimicrobial resistance profile and comparison of methods for the isolation of salmonella in chicken liver from Argentina.pdf,2019,,Elsevier {BV},True,SciHub,Francisco Procura and Dante J. Bueno and Susana B. Bruno and Ariel D. Rog{\'{e}}
Antimicrobial resistance and genotypic profiles of Salmonella Saintpaul isolated along beef processing and distribution continuum,,10.1016/j.heliyon.2018.e01025,True,Antimicrobial resistance and genotypic profiles of Salmonella Saintpaul isolated along beef processing and distribution continuum.pdf,2018,,Elsevier {BV},True,SciHub,Adem Hiko and Herlinde Irsigler and Lieselotte BrÃ¤utigam and Gobena Ameni and Reinhard Fries and Baumann Maximilian
"Antibiotic-resistance, enterotoxin gene profiles and farm-level prevalence of Staphylococcus aureus in cow, sheep and goat bulk tank milk in Jordan",,10.1016/j.idairyj.2018.02.001,True,Antibiotic-resistance_ enterotoxin gene profiles and farm-level prevalence of Staphylococcus aureus in cow_ sheep and goat bulk tank milk in Jordan.pdf,2018,,Elsevier {BV},True,SciHub,Mohammad M. Obaidat and Amira A. Roess and Amjad A. Mahasneh and Rana A. Al-Hakimi
Meticillin-resistant Staphylococcus aureus in pigs from Thailand,,10.1016/j.ijantimicag.2011.02.018,True,Meticillin-resistant Staphylococcus aureus in pigs from Thailand.pdf,2011,,Elsevier {BV},True,SciHub,Usanee Anukool and Colette E. O'Neill and Bordin Butr-Indr and Peter M. Hawkey and William H. Gaze and Elizabeth M.H. Wellington
Co-spread of oqxAB and blaCTX-M-9G in non-Typhi Salmonella enterica isolates mediated by ST2-IncHI2 plasmids,,10.1016/j.ijantimicag.2014.05.014,True,Co-spread of oqxAB and blaCTX-M-9G in non-Typhi Salmonella enterica isolates mediated by ST2-IncHI2 plasmids.pdf,2014,,Elsevier {BV},True,SciHub,Liang Li and Xiao-Ping Liao and Zhen-Zhen Liu and Ting Huang and Xue Li and Jian Sun and Bao-Tao Liu and Qijing Zhang and Ya-Hong Liu
Characterisation of multidrug-resistant Shiga toxin-producing Escherichia coli cultured from pigs in China: co-occurrence of extended-spectrum β-lactamase- and mcr-1-encoding genes on plasmids,,10.1016/j.ijantimicag.2016.06.021,True,,2016,,Elsevier {BV},False,,Li Bai and Daniel Hurley and Juan Li and Qiong Meng and Juan Wang and S{\'{e}}amus Fanning and Yanwen Xiong
"MRSA USA300, USA300-LV and ST5-IV in pigs, Cuba",,10.1016/j.ijantimicag.2016.12.001,True,MRSA USA300_ USA300-LV and ST5-IV in pigs_ Cuba.pdf,2017,,Elsevier {BV},True,SciHub,Michel Baez and Alexandra Collaud and Ivette Espinosa and Vincent Perreten
Emergence of methicillin-resistant Staphylococcus aureus ST398 in pigs in China,,10.1016/j.ijantimicag.2017.10.013,True,Emergence of methicillin-resistant Staphylococcus aureus ST398 in pigs in China.pdf,2018,,Elsevier {BV},True,SciHub,Wei Li and Jian-Hua Liu and Xiu-Feng Zhang and Jing Wang and Zhen-Bao Ma and Lin Chen and Zhen-Ling Zeng
"Genomic analysis of Staphylococcus aureus along a pork production chain and in the community, Shandong Province, China",,10.1016/j.ijantimicag.2019.03.022,True,Genomic analysis of Staphylococcus aureus along a pork production chain and in the community_ Shandong Province_ China.pdf,2019,,Elsevier {BV},True,SciHub,Chengtao Sun and Baoli Chen and Anette Hulth and Stefan Schwarz and Xing Ji and Lennart E Nilsson and Shizhen Ma and Qiang Sun and Zhenwang Bi and Yang Wang and Zhenqiang Bi and Congming Wu and Stefan BÃ¶rjesson
Isolation of shiga toxigenic Escherichia coli from raw beef in Palestine,,10.1016/j.ijfoodmicro.2004.03.032,True,Isolation of shiga toxigenic Escherichia coli from raw beef in Palestine.pdf,2004,,Elsevier {BV},True,SciHub,Ghaleb M. Adwan and Kamel M. Adwan
Salmonella in food animals and humans in northern Thailand,,10.1016/j.ijfoodmicro.2005.11.020,True,Salmonella in food animals and humans in northern Thailand.pdf,2006,,Elsevier {BV},True,SciHub,P PADUNGTOD and J KANEENE
Characterization of Escherichia coli isolated from carcasses of beef cattle during their processing at an abattoir in Brazil,,10.1016/j.ijfoodmicro.2006.03.013,True,Characterization of Escherichia coli isolated from carcasses of beef cattle during their processing at an abattoir in Brazil.pdf,2006,,Elsevier {BV},True,SciHub,E RIGOBELO and A STELLA and F AVILA and C MACEDO and J MARIN
